kappa,lambda,mean_loglik
0.5113010053769442,0.37903251871496474,8.818845388986706
0.5113010053769442,0.4330942345562576,8.819186757911284
0.5113010053769442,0.49486681681506367,8.819521043555962
0.5113010053769442,0.5654500726281616,8.819845540777656
0.5113010053769442,0.6461006755170664,8.82015708728408
0.5113010053769442,0.7382545393678304,8.820451996549219
0.5113010053769442,0.8435523836297413,8.820725981087634
0.5113010053769442,0.9638689448990682,8.82097406456781
0.5113010053769442,1.101346354974709,8.821190481017664
0.5113010053769442,1.2584322796530119,8.821368559133107
0.5113010053769442,1.4379234972898627,8.821500589441314
0.5113010053769442,1.6430156930084603,8.821577671788587
0.5113010053769442,1.8773603550953688,8.82158954031208
0.5113010053769442,2.1451297865757275,8.821524362705407
0.5113010053769442,2.451091389442208,8.821368510190618
0.5113010053769442,2.800692544103856,8.821106294151088
0.5113010053769442,3.200157595259617,8.820719664850323
0.5113010053769442,3.656598670945743,8.82018786704845
0.5113010053769442,4.178142307793895,8.819487046620976
0.5113010053769442,4.774074136952592,8.818589801473843
0.5113010053769442,5.455004206679104,8.817464669127746
0.5113010053769442,6.233055885026829,8.816075542307319
0.5113010053769442,7.122081705876312,8.814381002712734
0.5113010053769442,8.137910001260915,8.812333561869767
0.5113010053769442,9.298626711061289,8.809878796546801
0.5113010053769442,10.62489738744535,8.806954364695084
0.5113010053769442,12.140335127062933,8.8034888862164
0.5113010053769442,13.871920981708046,8.799400671103054
0.5538857668140482,0.2540730953940195,8.817594013479951
0.5538857668140482,0.29031174724552056,8.817944987344333
0.5538857668140482,0.33171914742898384,8.818294903781936
0.5538857668140482,0.37903251871496474,8.81864211477802
0.5538857668140482,0.4330942345562576,8.818984672437868
0.5538857668140482,0.49486681681506367,8.819320283952703
0.5538857668140482,0.5654500726281616,8.819646260277583
0.5538857668140482,0.6461006755170664,8.819959457579197
0.5538857668140482,0.7382545393678304,8.820256210339465
0.5538857668140482,0.8435523836297413,8.820532254809866
0.5538857668140482,0.9638689448990682,8.820782641303655
0.5538857668140482,1.101346354974709,8.821001633590553
0.5538857668140482,1.2584322796530119,8.821182593419481
0.5538857668140482,1.4379234972898627,8.821317847937934
0.5538857668140482,1.6430156930084603,8.82139853749566
0.5538857668140482,1.8773603550953688,8.821414441009155
0.5538857668140482,2.1451297865757275,8.82135377571314
0.5538857668140482,2.451091389442208,8.821202967725856
0.5538857668140482,2.800692544103856,8.820946389395544
0.5538857668140482,3.200157595259617,8.82056605886477
0.5538857668140482,3.656598670945743,8.82004129667577
0.5538857668140482,4.178142307793895,8.819348333533718
0.5538857668140482,4.774074136952592,8.818459862536772
0.5538857668140482,5.455004206679104,8.817344528265133
0.5538857668140482,6.233055885026829,8.815966344090612
0.5538857668140482,7.122081705876312,8.814284027919093
0.5538857668140482,8.137910001260915,8.812250245307965
0.5538857668140482,9.298626711061289,8.809810747507234
0.5538857668140482,10.62489738744535,8.806903390457675
0.5538857668140482,12.140335127062933,8.803457019147968
0.5538857668140482,13.871920981708046,8.799390199998944
0.600017288158886,0.2540730953940195,8.817359615766925
0.600017288158886,0.29031174724552056,8.817711261247267
0.600017288158886,0.33171914742898384,8.818061947643887
0.600017288158886,0.37903251871496474,8.818410036467434
0.600017288158886,0.4330942345562576,8.818753591098647
0.600017288158886,0.49486681681506367,8.819090332017812
0.600017288158886,0.5654500726281616,8.819417585736524
0.600017288158886,0.6461006755170664,8.819732226483218
0.600017288158886,0.7382545393678304,8.820030609524276
0.600017288158886,0.8435523836297413,8.820308494815462
0.600017288158886,0.9638689448990682,8.820560959475756
0.600017288158886,1.101346354974709,8.820782297357944
0.600017288158886,1.2584322796530119,8.820965903756317
0.600017288158886,1.4379234972898627,8.821104143038115
0.600017288158886,1.6430156930084603,8.821188196706759
0.600017288158886,1.8773603550953688,8.821207889094095
0.600017288158886,2.1451297865757275,8.821151487527988
0.600017288158886,2.451091389442208,8.821005473420596
0.600017288158886,2.800692544103856,8.820754280261554
0.600017288158886,3.200157595259617,8.82037999396796
0.600017288158886,3.656598670945743,8.81986201042906
0.600017288158886,4.178142307793895,8.819176644378166
0.600017288158886,4.774074136952592,8.818296682918648
0.600017288158886,5.455004206679104,8.817190876118959
0.600017288158886,6.233055885026829,8.815823356066893
0.600017288158886,7.122081705876312,8.814152974632599
0.600017288158886,8.137910001260915,8.812132548929398
0.600017288158886,9.298626711061289,8.809708002080123
0.600017288158886,10.62489738744535,8.806817385396041
0.600017288158886,12.140335127062933,8.803389766462283
0.600017288158886,13.871920981708046,8.799343965913057
0.6499909686439203,0.2540730953940195,8.81709443495223
0.6499909686439203,0.29031174724552056,8.81744654785723
0.6499909686439203,0.33171914742898384,8.81779779761464
0.6499909686439203,0.37903251871496474,8.818146554453339
0.6499909686439203,0.4330942345562576,8.818490892119694
0.6499909686439203,0.49486681681506367,8.818828543421318
0.6499909686439203,0.5654500726281616,8.81915684946637
